customer_id,months_as_customer,age,policy_state,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
10485,439,56,OH,1280.9,1101000,604289,MALE,High School,armed-forces,video-games,30-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,NO,2,0,?,50000,15000,5000,30000,Jeep,Wrangler,2009
10486,66,28,IN,1472.77,1101000,471366,MALE,Associate,adm-clerical,exercise,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,?,2,1,?,48290,8780,8780,30730,Nissan,Maxima,1995
10487,128,29,OH,1878.44,1101000,450746,MALE,High School,other-service,golf,20-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,?,59070,5370,5370,48330,Chevrolet,Malibu,2003
10488,69,24,IN,1418.5,1101000,614948,FEMALE,High School,armed-forces,yachting,04-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,?,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012
10489,294,46,IL,1532.8,1101000,473935,MALE,College,prof-specialty,exercise,23-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,ML350,2013
10490,19,29,OH,1304.35,1101000,617267,MALE,JD,transport-moving,cross-fit,08-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,?,75400,11600,11600,52200,Dodge,Neon,2005
10491,191,33,OH,1551.61,1101000,470670,MALE,High School,armed-forces,movies,21-02-2015,Vehicle Theft,?,Minor Damage,None,WV,Arlington,8306 1st Drive,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,Corolla,2005
10492,4,39,IL,1326.98,6000000,450368,FEMALE,High School,machine-op-inspct,reading,13-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,?,54120,4510,9020,40590,Jeep,Grand Cherokee,2007
10493,298,49,OH,862.92,1101000,448809,MALE,MD,machine-op-inspct,camping,17-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,2007
10494,231,43,IN,1331.69,1101000,469653,FEMALE,Masters,adm-clerical,reading,18-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015
10495,338,47,OH,1486.04,1101000,615688,FEMALE,Associate,armed-forces,board-games,14-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,?,64100,12820,6410,44870,Dodge,RAM,2014
10496,261,46,IN,870.55,1101000,465631,MALE,PhD,prof-specialty,camping,27-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,Tahoe,2013
10497,321,44,IL,1344.56,6000000,443344,MALE,Associate,machine-op-inspct,hiking,12-02-2015,Vehicle Theft,?,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,?,1,2,NO,4680,520,0,4160,Accura,MDX,1999
10498,0,32,OH,1377.04,1101000,441363,MALE,College,tech-support,base-jumping,17-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,?,1,1,NO,39720,6620,6620,26480,Accura,MDX,2002
10499,405,58,IL,1237.88,1101000,462683,MALE,MD,exec-managerial,exercise,13-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,ML350,1997
10500,304,49,IN,1525.86,1101000,463184,FEMALE,PhD,craft-repair,camping,21-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,2013
10501,1,29,OH,854.58,1101000,612826,FEMALE,JD,craft-repair,paintball,01-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,?,2,3,YES,86790,7890,23670,55230,Honda,CRV,2003
10502,26,39,IN,770.76,1101000,433155,MALE,Masters,tech-support,sleeping,18-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,ML350,2015
10503,202,38,IL,1132.74,1101000,616120,FEMALE,Associate,armed-forces,exercise,04-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005
10504,289,48,IL,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,09-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,?,1,0,?,42900,8580,0,34320,Accura,TL,1999
10505,61,26,OH,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,14-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015
10506,334,46,IL,876.88,6000000,454434,MALE,MD,sales,reading,03-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998
10507,12,24,IL,1143.95,1101000,464353,FEMALE,PhD,tech-support,paintball,04-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,Ultima,2011
10508,86,29,IL,1409.06,1101000,610302,MALE,High School,prof-specialty,yachting,30-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005
10509,83,24,IN,1070.63,1101000,462106,FEMALE,High School,machine-op-inspct,board-games,20-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003
10510,126,30,IL,916.13,1101000,431389,MALE,College,sales,golf,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,E400,2002
10511,209,38,OH,1191.5,1101000,442866,MALE,High School,priv-house-serv,reading,31-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,A3,2015
10512,283,48,OH,1474.66,1101000,446755,FEMALE,JD,sales,paintball,17-02-2015,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,?,2,3,NO,6560,820,820,4920,Volkswagen,Jetta,2003
10513,194,34,IL,1193.45,1101000,464743,MALE,JD,other-service,hiking,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997
10514,184,38,IL,1437.53,1101000,437889,FEMALE,College,transport-moving,chess,02-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013
10515,479,60,IL,1304.83,1101000,473638,FEMALE,College,other-service,cross-fit,09-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001
10516,284,48,OH,1168.8,1101000,444232,FEMALE,JD,tech-support,movies,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001
10517,65,27,IN,1164.97,1101000,477695,FEMALE,College,adm-clerical,exercise,17-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004
10518,222,39,IL,1232.72,1101000,458237,MALE,High School,armed-forces,hiking,09-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999
10519,196,41,IL,1800.76,1101000,441499,MALE,JD,protective-serv,camping,14-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009
10520,253,43,IL,1187.01,7000000,613436,FEMALE,Associate,tech-support,exercise,02-02-2015,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,Tahoe,2014
10521,280,43,IN,1559.34,1101000,448912,MALE,JD,transport-moving,hiking,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,RSX,2004
10522,5,26,IL,1137.02,1101000,468872,FEMALE,PhD,farming-fishing,skydiving,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,A5,2003
10523,220,42,IN,1281.72,1101000,619811,MALE,College,farming-fishing,hiking,13-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005
10524,85,30,OH,796.35,1101000,614166,FEMALE,MD,craft-repair,video-games,20-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004
10525,266,46,OH,1270.02,1101000,456600,FEMALE,Associate,tech-support,skydiving,08-01-2015,Parked Car,?,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,?,2160,480,240,1440,Toyota,Corolla,2004
10526,41,26,IL,1383.13,1101000,618405,FEMALE,JD,prof-specialty,exercise,28-02-2015,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997
10527,316,45,IL,1290.74,5000000,430832,FEMALE,High School,prof-specialty,kayaking,12-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013
10528,285,47,IN,1216.68,1101000,610989,FEMALE,Masters,sales,basketball,06-01-2015,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700,300,300,2100,Ford,F150,2013
10529,379,54,IL,1251.16,1101000,447750,FEMALE,Associate,machine-op-inspct,kayaking,15-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010
10530,15,34,IN,1586.41,1101000,608708,FEMALE,High School,sales,video-games,20-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,X5,2010
10531,354,48,IL,1526.11,5000000,469650,FEMALE,Masters,sales,exercise,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995
10532,342,53,IN,1028.44,1101000,602304,FEMALE,College,prof-specialty,dancing,26-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000
10533,169,38,IL,1555.94,1101000,459878,MALE,PhD,craft-repair,skydiving,25-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012
10534,339,49,IN,1570.77,1101000,441142,MALE,JD,adm-clerical,paintball,18-01-2015,Vehicle Theft,?,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009
10535,259,42,OH,1170.53,1101000,465667,FEMALE,PhD,armed-forces,sleeping,12-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006
10536,65,23,OH,1099.95,1101000,473109,FEMALE,College,sales,dancing,15-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005
10537,254,46,IL,1472.43,1101000,619794,MALE,MD,tech-support,basketball,10-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004
10538,440,55,IL,1275.62,1101000,602258,FEMALE,Associate,priv-house-serv,reading,23-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995
10539,478,63,IL,1292.3,1101000,479724,MALE,High School,adm-clerical,paintball,21-02-2015,Parked Car,?,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007
10540,230,44,IN,1009.37,1101000,442210,FEMALE,College,prof-specialty,hiking,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015
10541,138,30,OH,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011
10542,239,41,OH,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,18-02-2015,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013
10543,93,31,IL,1017.18,1101000,431354,FEMALE,MD,prof-specialty,paintball,17-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014
10544,37,25,OH,1221.17,1101000,617460,FEMALE,Masters,protective-serv,golf,24-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996
10545,254,40,IN,1927.87,1101000,609317,MALE,MD,prof-specialty,yachting,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,1996
10546,131,29,IN,978.27,1101000,479821,FEMALE,Associate,sales,paintball,03-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003
10547,230,43,IN,1221.14,1101000,473394,MALE,MD,prof-specialty,board-games,07-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460,13720,13720,48020,Audi,A5,2002
10548,313,50,OH,1255.62,1101000,603882,MALE,MD,armed-forces,polo,02-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995
10549,210,38,IN,999.52,1101000,615229,MALE,JD,tech-support,golf,13-01-2015,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640,1440,720,6480,Accura,TL,2008
10550,101,29,OH,1380.89,1101000,620197,MALE,PhD,armed-forces,dancing,28-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210,12220,12220,42770,BMW,X6,1996
10551,153,37,IN,1010.77,1101000,438215,MALE,High School,transport-moving,basketball,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999
10552,337,53,OH,1205.86,1101000,444583,MALE,Associate,armed-forces,basketball,01-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001
10553,360,51,IL,1526.61,1101000,471866,MALE,Masters,handlers-cleaners,chess,30-01-2015,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,4620,840,840,2940,Dodge,RAM,2009
10554,428,53,IL,1496.44,1101000,616884,FEMALE,High School,tech-support,camping,16-02-2015,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013
10555,204,40,IL,1256.2,1101000,448310,FEMALE,JD,sales,hiking,07-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013
10556,364,51,IL,1268.35,1101000,478902,MALE,Masters,transport-moving,board-games,10-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014
10557,185,35,IN,1421.59,1101000,442695,MALE,College,other-service,sleeping,31-01-2015,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,4950,900,450,3600,Ford,F150,2011
10558,63,26,IL,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,13-02-2015,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004
10559,210,35,IL,1433.24,1101000,476203,FEMALE,College,exec-managerial,yachting,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,24570,2730,2730,19110,Saab,95,2006
10560,194,38,IN,1231.25,1101000,604333,FEMALE,PhD,craft-repair,movies,08-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,?,1,0,?,53680,4880,9760,39040,Toyota,Camry,2011
10561,294,49,IN,1135.43,1101000,442604,MALE,Masters,farming-fishing,bungie-jumping,04-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010
10562,272,41,OH,945.73,5000000,435663,MALE,MD,protective-serv,chess,04-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009
10563,27,27,IN,1118.76,1101000,470866,FEMALE,College,adm-clerical,dancing,26-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,61560,6840,6840,47880,Ford,Fusion,2008
10564,251,39,IN,1231.98,1101000,612908,FEMALE,Associate,other-service,hiking,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,44240,5530,5530,33180,Dodge,RAM,1997
10565,180,33,IN,1005.47,1101000,441871,FEMALE,JD,protective-serv,hiking,15-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,?,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002
10566,392,50,OH,1108.97,1101000,431496,FEMALE,PhD,exec-managerial,exercise,14-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002
10567,143,30,IN,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010
10568,371,54,IN,1317.97,1101000,469853,MALE,High School,craft-repair,movies,18-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Fusion,2010
10569,292,42,IN,1588.22,1101000,605369,MALE,JD,machine-op-inspct,camping,15-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007
10570,165,35,IL,900.02,6000000,448466,MALE,College,craft-repair,camping,24-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008
10571,158,33,OH,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,07-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998
10572,241,39,OH,1260.56,1101000,473591,FEMALE,JD,adm-clerical,paintball,22-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010
10573,103,33,OH,1021.14,1101000,618418,FEMALE,Masters,other-service,paintball,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014
10574,402,54,OH,1285.09,1101000,444558,MALE,JD,farming-fishing,board-games,28-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013
10575,102,32,OH,1537.07,3000000,457733,MALE,JD,tech-support,chess,04-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004
10576,182,40,IN,1022.42,1101000,466161,MALE,PhD,other-service,skydiving,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,A3,2008
10577,282,46,OH,1558.86,1101000,450800,MALE,MD,other-service,dancing,17-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,M5,2012
10578,222,39,OH,1757.87,1101000,458993,MALE,High School,transport-moving,board-games,17-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,1996
10579,415,52,IN,973.5,1101000,468634,MALE,PhD,machine-op-inspct,polo,02-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003
10580,51,34,OH,1430.8,1101000,461264,MALE,PhD,machine-op-inspct,camping,12-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007
10581,255,45,IL,1192.27,1101000,600184,MALE,High School,sales,base-jumping,04-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006
10582,143,31,IL,1163.83,1101000,604874,MALE,Associate,protective-serv,movies,21-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,A5,1999
10583,130,28,OH,1003.15,1101000,462377,FEMALE,JD,farming-fishing,movies,23-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010
10584,242,41,OH,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,Corolla,2009
10585,96,27,IL,1631.1,1101000,437323,FEMALE,High School,priv-house-serv,exercise,23-01-2015,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,?,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007
10586,180,35,IL,1252.48,1101000,432148,MALE,MD,machine-op-inspct,yachting,10-02-2015,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000
10587,150,30,IN,1677.26,1101000,439690,MALE,College,sales,yachting,10-01-2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013
10588,463,59,IL,979.73,1101000,601848,FEMALE,JD,exec-managerial,yachting,12-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999
10589,472,64,IN,989.24,1101000,615821,MALE,Masters,other-service,skydiving,21-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002
